,prob_A,prob_B,prob_C,prob_D,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
50,0.0,0.05,0.1,0.2,50,717.5693374422189,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",36.721615258854975,Mostapur Bridge
51,0.0,0.05,0.1,0.2,51,847.1901021209741,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",140.96979886897333,MEGHNA BRIDGE
52,0.0,0.05,0.1,0.2,52,741.2412993039443,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",37.20928519833671,ISAMATI BOX CULVERT
53,0.0,0.05,0.1,0.2,53,820.8617439120188,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",139.56255568306761,KANCHPUR PC GIRDER BRIDGE
54,0.0,0.05,0.1,0.2,54,859.9676400947119,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",140.4584154042332,Daud Kandi Bridge
55,0.0,0.05,0.1,0.2,55,1059.5972335231895,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",141.99700196960748,Daud Kandi Bridge
56,0.0,0.05,0.1,0.2,56,728.1106811145511,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",66.79991738846006,MUHURI BRIDGE
57,0.0,0.05,0.1,0.2,57,810.2286609240407,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",67.13756108435368,LANGOLBANDO PC GIDER BRIDGE
58,0.0,0.05,0.1,0.2,58,735.7213622291022,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",37.42181595358124,Mostapur Bridge
59,0.0,0.05,0.1,0.2,59,776.1129283489097,"{'A': 0, 'B': 0.05, 'C': 0.1, 'D': 0.2}",139.75056606042463,MEGHNA BRIDGE
