,prob_A,prob_B,prob_C,prob_D,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
40,0.0,0.0,0.1,0.2,40,623.2298325722983,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",37.794717895867464,BORO KUMIRA BRIDGE
41,0.0,0.0,0.1,0.2,41,600.5128787878788,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",15.021190865770254,KABILA DUBARCHAR SLAB CULVERT
42,0.0,0.0,0.1,0.2,42,623.1442672741078,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",37.69003381297043,Ginlatoly
43,0.0,0.0,0.1,0.2,43,638.5144596651446,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",37.53299123757532,Ginlatoly
44,0.0,0.0,0.1,0.2,44,714.082561728395,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",38.06255947703911,BAROCONDO BRIDGE
45,0.0,0.0,0.1,0.2,45,600.375,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",14.877642406178486,AITAL BANGA BOX CULVERT
46,0.0,0.0,0.1,0.2,46,735.3608964451314,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",37.57926931380731,SALAKHARPAD BRIDGE
47,0.0,0.0,0.1,0.2,47,763.7251552795032,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",140.89918701485828,Daud Kandi Bridge
48,0.0,0.0,0.1,0.2,48,675.5697852760736,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",37.92530056630162,BAROCONDO BRIDGE
49,0.0,0.0,0.1,0.2,49,697.3729854182656,"{'A': 0, 'B': 0, 'C': 0.1, 'D': 0.2}",37.623230720138054,BORO KUMIRA BRIDGE
