,prob_A,prob_D,prob_C,prob_B,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
10,0.0,0.0,0.0,0.05,10,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
11,0.0,0.0,0.0,0.05,11,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
12,0.0,0.0,0.0,0.05,12,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
13,0.0,0.0,0.0,0.05,13,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
14,0.0,0.0,0.0,0.05,14,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
15,0.0,0.0,0.0,0.05,15,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
16,0.0,0.0,0.0,0.05,16,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
17,0.0,0.0,0.0,0.05,17,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
18,0.0,0.0,0.0,0.05,18,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
19,0.0,0.0,0.0,0.05,19,299.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0.05}",0.0,CORNAIL HAT BOX CULVERT
