,prob_A,prob_D,prob_C,prob_B,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
60,0.0,0.1,0.2,0.4,60,456.4069681245367,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",37.56677464083344,ILLIOT BAZER
61,0.0,0.1,0.2,0.4,61,624.2307692307693,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",140.48312108648705,Daud Kandi Bridge
62,0.0,0.1,0.2,0.4,62,657.6625860749808,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",141.27163352055828,KANCHPUR PC GIRDER BRIDGE
63,0.0,0.1,0.2,0.4,63,590.0022692889561,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",38.25542334816015,BAROCONDO BRIDGE
64,0.0,0.1,0.2,0.4,64,642.4468247895945,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",37.602935623419064,PADUAR BAZER RCCGIDER
65,0.0,0.1,0.2,0.4,65,729.7380216383308,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",139.2855709188277,Daud Kandi Bridge
66,0.0,0.1,0.2,0.4,66,573.9087481146305,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",141.64298667438896,MEGHNA BRIDGE
67,0.0,0.1,0.2,0.4,67,843.8875786163522,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",139.8485372025805,Daud Kandi Bridge
68,0.0,0.1,0.2,0.4,68,480.7490692479523,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",138.21730191038748,DHOOM GHAT PC GIRDER
69,0.0,0.1,0.2,0.4,69,587.6334089191232,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}",37.34074661173702,NAYABARI BOX CULVERT
